roi,annualized,mean,std,sharpe,alpha,alpha_daily,beta,var,var_daily,tvar,tvar_daily
128.34,17.95,17.68,17.76,1.03,42.08,0.17,1.06,-28.27,-1.78,-40.58,-2.56
133.62,18.5,18.09,17.53,1.07,41.63,0.17,1.11,-29.04,-1.83,-40.93,-2.58
113.92,16.43,16.33,17.3,0.98,32.9,0.13,1.11,-29.03,-1.83,-40.29,-2.54
221.1,26.28,24.75,19.86,1.28,77.11,0.31,1.08,-27.62,-1.74,-45.29,-2.85
94.99,14.29,14.48,17.04,0.88,23.62,0.09,1.1,-27.83,-1.75,-40.34,-2.54
213.55,25.68,24.09,18.88,1.31,75.73,0.3,1.04,-28.35,-1.79,-43.34,-2.73
151.18,20.23,19.59,18.02,1.12,49.9,0.2,1.1,-28.25,-1.78,-41.2,-2.6
106.44,15.6,15.49,16.43,0.98,30.34,0.12,1.07,-26.64,-1.68,-38.1,-2.4
197.31,24.35,23.13,19.28,1.23,68.34,0.27,1.09,-28.54,-1.8,-44.66,-2.81
213.8,25.7,24.16,19.17,1.29,75.39,0.3,1.06,-29.06,-1.83,-43.77,-2.76
118.72,16.94,16.72,17.02,1.02,35.21,0.14,1.1,-28.76,-1.81,-39.72,-2.5
169.48,21.93,21.07,18.53,1.17,60.62,0.24,1.04,-27.52,-1.73,-42.93,-2.7
171.02,22.07,21.17,18.46,1.18,60.41,0.24,1.05,-26.87,-1.69,-42.51,-2.68
101.53,15.05,15.1,16.9,0.93,27.35,0.11,1.09,-26.94,-1.7,-39.43,-2.48
186.11,23.4,22.48,19.79,1.17,68.13,0.27,1.03,-28.2,-1.78,-45.83,-2.89
108.94,15.88,15.67,16.06,1.01,33.13,0.13,1.03,-24.86,-1.57,-37.47,-2.36
118.0,16.87,16.7,17.29,1.0,37.65,0.15,1.05,-26.95,-1.7,-40.22,-2.53
63.97,10.4,10.73,14.71,0.77,11.5,0.05,0.96,-23.45,-1.48,-34.17,-2.15
94.24,14.2,14.14,15.39,0.96,27.29,0.11,0.99,-24.47,-1.54,-35.37,-2.23
109.83,15.98,16.01,17.62,0.94,32.71,0.13,1.08,-28.2,-1.78,-41.28,-2.6
77.23,12.13,12.31,15.11,0.85,19.43,0.08,0.96,-24.18,-1.52,-35.18,-2.22
86.1,13.23,13.31,15.42,0.9,23.47,0.09,0.98,-23.94,-1.51,-35.65,-2.25
206.73,25.13,23.77,19.41,1.26,72.28,0.29,1.08,-27.79,-1.75,-44.32,-2.79
130.1,18.14,17.87,17.93,1.03,41.36,0.16,1.1,-27.73,-1.75,-41.39,-2.61
59.97,9.85,10.56,16.68,0.67,5.98,0.02,1.05,-27.63,-1.74,-39.4,-2.48
177.04,22.61,21.72,19.08,1.17,62.91,0.25,1.06,-27.44,-1.73,-43.98,-2.77
135.88,18.72,18.47,18.51,1.03,48.06,0.19,1.02,-26.85,-1.69,-42.73,-2.69
188.51,23.6,22.54,19.24,1.2,66.03,0.26,1.08,-27.47,-1.73,-44.15,-2.78
188.04,23.56,22.49,19.16,1.2,67.07,0.27,1.05,-27.66,-1.74,-44.13,-2.78
87.02,13.34,13.57,16.49,0.86,22.48,0.09,1.03,-26.06,-1.64,-38.07,-2.4
147.55,19.88,19.31,17.96,1.11,54.28,0.22,0.98,-25.65,-1.62,-40.92,-2.58
218.29,26.06,24.51,19.54,1.29,76.39,0.3,1.07,-27.52,-1.73,-44.47,-2.8
96.04,14.41,14.62,17.23,0.88,24.18,0.1,1.11,-27.62,-1.74,-40.64,-2.56
109.72,15.97,15.95,17.29,0.96,30.9,0.12,1.11,-27.65,-1.74,-40.68,-2.56
100.04,14.87,15.13,17.89,0.88,25.34,0.1,1.14,-29.7,-1.87,-42.26,-2.66
89.64,13.65,14.01,17.44,0.84,21.44,0.09,1.1,-28.82,-1.82,-41.31,-2.6
124.91,17.6,17.26,16.99,1.05,38.22,0.15,1.1,-27.64,-1.74,-39.18,-2.47
85.56,13.16,13.62,17.62,0.81,18.32,0.07,1.12,-28.7,-1.81,-40.69,-2.56
193.28,24.01,22.77,18.76,1.25,70.57,0.28,1.01,-27.51,-1.73,-42.37,-2.67
67.45,10.86,11.48,16.85,0.72,9.73,0.04,1.07,-26.35,-1.66,-38.72,-2.44
169.74,21.95,21.13,18.73,1.16,60.82,0.24,1.04,-27.03,-1.7,-42.2,-2.66
76.57,12.04,12.35,15.85,0.82,17.18,0.07,1.01,-25.46,-1.6,-36.32,-2.29
68.36,10.98,11.57,16.75,0.73,10.82,0.04,1.06,-27.91,-1.76,-39.65,-2.5
100.89,14.97,15.16,17.59,0.9,26.01,0.1,1.13,-28.81,-1.81,-41.52,-2.62
84.21,13.0,13.42,17.34,0.81,17.81,0.07,1.11,-27.31,-1.72,-40.3,-2.54
85.02,13.09,13.44,16.91,0.83,19.54,0.08,1.08,-25.94,-1.63,-38.77,-2.44
87.46,13.39,13.75,17.23,0.83,19.82,0.08,1.11,-26.98,-1.7,-39.76,-2.5
95.89,14.39,14.48,16.51,0.91,26.38,0.1,1.05,-26.34,-1.66,-37.95,-2.39
74.32,11.76,12.36,17.44,0.74,12.57,0.05,1.11,-28.86,-1.82,-40.62,-2.56
69.91,11.18,11.65,16.14,0.76,12.27,0.05,1.04,-24.52,-1.54,-37.03,-2.33
165.4,21.56,20.81,18.72,1.14,58.35,0.23,1.05,-27.04,-1.7,-42.62,-2.68
84.03,12.97,13.28,16.61,0.84,18.98,0.08,1.07,-26.58,-1.67,-38.6,-2.43
75.08,11.85,12.38,17.03,0.76,13.26,0.05,1.1,-26.15,-1.65,-39.49,-2.49
47.7,8.11,8.85,15.73,0.6,0.43,0.0,0.99,-26.26,-1.65,-37.38,-2.35
68.55,11.01,11.39,15.51,0.77,13.83,0.05,0.98,-25.03,-1.58,-36.26,-2.28
80.66,12.56,12.93,16.65,0.81,17.37,0.07,1.07,-26.21,-1.65,-38.96,-2.45
62.8,10.24,10.83,16.26,0.7,9.18,0.04,1.02,-26.39,-1.66,-37.69,-2.37
69.78,11.17,11.42,14.8,0.81,16.49,0.07,0.93,-22.93,-1.44,-34.34,-2.16
69.85,11.18,11.35,14.26,0.84,17.43,0.07,0.9,-23.06,-1.45,-32.9,-2.07
73.73,11.68,11.9,14.99,0.83,17.87,0.07,0.95,-24.06,-1.52,-34.31,-2.16
134.86,18.62,18.28,18.05,1.05,44.39,0.18,1.08,-28.93,-1.82,-41.19,-2.59
171.28,22.09,21.61,20.63,1.08,60.87,0.24,1.09,-30.81,-1.94,-47.81,-3.01
163.53,21.38,20.95,20.16,1.07,55.53,0.22,1.13,-29.78,-1.88,-46.86,-2.95
210.13,25.4,24.32,21.1,1.18,72.32,0.29,1.14,-30.1,-1.9,-48.61,-3.06
178.21,22.71,21.98,20.03,1.13,61.51,0.24,1.11,-29.87,-1.88,-46.39,-2.92
83.95,12.96,13.48,17.85,0.79,19.63,0.08,1.08,-26.87,-1.69,-41.1,-2.59
148.49,19.97,19.21,16.95,1.17,57.2,0.23,0.91,-24.56,-1.55,-38.25,-2.41
120.7,17.15,17.18,18.61,0.96,35.8,0.14,1.14,-29.5,-1.86,-43.13,-2.72
126.97,17.81,17.82,19.1,0.96,35.34,0.14,1.22,-30.7,-1.93,-45.27,-2.85
133.86,18.52,18.53,19.71,0.97,43.67,0.17,1.12,-30.6,-1.93,-45.85,-2.89
51.29,8.63,9.42,16.39,0.61,-0.82,-0.0,1.07,-26.7,-1.68,-38.44,-2.42
156.37,20.72,20.1,18.56,1.12,56.02,0.22,1.03,-27.22,-1.71,-42.51,-2.68
122.3,17.32,17.0,16.83,1.05,39.14,0.16,1.05,-27.98,-1.76,-38.88,-2.45
147.8,19.9,19.54,19.09,1.06,50.21,0.2,1.09,-28.19,-1.78,-43.5,-2.74
63.2,10.29,10.95,16.71,0.69,6.46,0.03,1.09,-26.99,-1.7,-39.21,-2.47
60.47,9.92,10.55,16.29,0.68,5.31,0.02,1.07,-26.42,-1.66,-38.25,-2.41
85.56,13.16,13.63,17.69,0.8,19.05,0.08,1.11,-27.04,-1.7,-41.45,-2.61
122.31,17.33,17.24,18.19,0.98,39.25,0.16,1.07,-27.88,-1.76,-41.38,-2.61
106.88,15.65,16.0,19.05,0.87,30.36,0.12,1.13,-30.1,-1.9,-43.72,-2.75
80.62,12.55,12.68,15.11,0.88,20.02,0.08,0.99,-24.95,-1.57,-35.73,-2.25
75.43,11.9,12.32,16.44,0.79,15.0,0.06,1.05,-26.56,-1.67,-38.77,-2.44
158.29,20.9,20.38,19.24,1.09,55.92,0.22,1.06,-27.65,-1.74,-44.22,-2.79
102.76,15.18,15.05,15.88,0.99,29.72,0.12,1.04,-26.2,-1.65,-36.72,-2.31
86.51,13.28,13.69,17.45,0.82,17.86,0.07,1.14,-27.8,-1.75,-40.73,-2.57
155.46,20.63,20.18,19.32,1.08,54.41,0.22,1.07,-27.51,-1.73,-44.33,-2.79
115.97,16.65,16.65,17.97,0.96,41.33,0.16,0.96,-25.75,-1.62,-40.39,-2.54
108.48,15.83,15.82,17.22,0.95,32.39,0.13,1.06,-27.9,-1.76,-39.37,-2.48
142.25,19.36,18.89,17.96,1.09,51.87,0.21,0.98,-26.36,-1.66,-40.56,-2.55
135.82,18.72,18.56,19.0,1.01,46.55,0.18,1.06,-27.82,-1.75,-43.75,-2.76
86.48,13.27,13.56,16.72,0.85,20.73,0.08,1.07,-26.42,-1.66,-39.39,-2.48
72.51,11.52,11.72,14.69,0.84,17.75,0.07,0.93,-23.47,-1.48,-34.31,-2.16
96.88,14.51,14.38,15.26,0.98,30.34,0.12,0.95,-24.81,-1.56,-35.7,-2.25
70.83,11.3,11.97,17.45,0.72,11.51,0.05,1.09,-27.89,-1.76,-40.96,-2.58
102.94,15.21,15.44,18.07,0.89,29.42,0.12,1.09,-28.22,-1.78,-41.85,-2.64
188.71,23.62,22.78,20.38,1.15,68.28,0.27,1.06,-28.55,-1.8,-47.71,-3.01
68.62,11.01,11.35,15.22,0.79,12.51,0.05,1.0,-26.16,-1.65,-35.39,-2.23
79.65,12.43,12.68,15.78,0.84,17.72,0.07,1.03,-25.56,-1.61,-36.34,-2.29
67.66,10.89,11.37,16.07,0.75,14.09,0.06,0.97,-26.33,-1.66,-37.33,-2.35
32.9,5.85,6.89,16.36,0.46,-12.33,-0.05,1.04,-26.12,-1.65,-38.35,-2.42
138.0,18.94,18.56,18.06,1.06,48.44,0.19,1.02,-26.76,-1.69,-41.44,-2.61
95.23,14.32,14.33,16.0,0.93,25.39,0.1,1.05,-25.98,-1.64,-36.91,-2.32
76.03,11.97,12.48,16.97,0.77,14.6,0.06,1.08,-26.3,-1.66,-39.34,-2.48
53.77,8.99,9.69,16.07,0.64,3.64,0.01,1.01,-26.68,-1.68,-37.09,-2.34
187.46,23.51,22.7,20.44,1.14,66.16,0.26,1.09,-28.96,-1.82,-46.57,-2.93
113.41,16.37,16.4,17.92,0.95,31.7,0.13,1.14,-28.31,-1.78,-41.71,-2.63
158.67,20.93,20.63,20.36,1.04,57.56,0.23,1.05,-29.05,-1.83,-45.96,-2.89
129.83,18.11,17.95,18.45,1.01,45.84,0.18,1.01,-26.06,-1.64,-41.56,-2.62
147.37,19.86,19.24,17.63,1.13,54.52,0.22,0.97,-26.77,-1.69,-40.04,-2.52
93.73,14.14,14.57,18.26,0.83,21.94,0.09,1.15,-28.37,-1.79,-42.6,-2.68
143.73,19.5,19.12,18.57,1.06,50.97,0.2,1.03,-26.9,-1.69,-41.96,-2.64
179.62,22.83,22.11,20.16,1.13,63.55,0.25,1.08,-28.15,-1.77,-45.92,-2.89
195.58,24.2,23.21,20.27,1.17,69.56,0.28,1.08,-28.9,-1.82,-45.84,-2.89
167.81,21.78,21.18,19.73,1.1,59.07,0.23,1.08,-27.37,-1.72,-44.51,-2.8
69.25,11.1,11.54,15.96,0.76,11.81,0.05,1.04,-26.22,-1.65,-37.49,-2.36
83.94,12.96,12.9,14.18,0.95,24.49,0.1,0.92,-22.6,-1.42,-33.3,-2.1
30.12,5.41,6.39,15.84,0.44,-13.44,-0.05,1.01,-26.19,-1.65,-37.29,-2.35
122.85,17.38,17.37,18.58,0.97,41.93,0.17,1.03,-27.6,-1.74,-41.88,-2.64
53.66,8.97,9.69,16.18,0.64,2.78,0.01,1.03,-25.97,-1.64,-37.86,-2.38
48.9,8.29,8.94,15.33,0.62,1.86,0.01,0.97,-25.23,-1.59,-35.35,-2.23
75.38,11.89,12.23,15.94,0.81,16.06,0.06,1.02,-27.15,-1.71,-37.22,-2.34
148.26,19.94,19.61,19.28,1.05,53.02,0.21,1.04,-27.56,-1.74,-44.6,-2.81
112.7,16.29,16.21,17.23,0.98,34.91,0.14,1.05,-26.76,-1.69,-39.43,-2.48
77.62,12.17,12.21,14.16,0.9,22.0,0.09,0.89,-22.98,-1.45,-33.44,-2.11
145.27,19.65,19.27,18.76,1.06,51.12,0.2,1.04,-26.71,-1.68,-42.59,-2.68
114.79,16.52,16.33,16.85,1.0,35.27,0.14,1.06,-26.25,-1.65,-38.4,-2.42
78.72,12.31,12.88,17.57,0.77,13.82,0.05,1.14,-29.44,-1.85,-41.91,-2.64
70.82,11.3,11.68,15.71,0.78,13.62,0.05,1.01,-25.64,-1.62,-35.7,-2.25
132.53,18.39,18.08,17.93,1.04,46.44,0.18,1.01,-26.4,-1.66,-41.16,-2.59
88.76,13.55,13.54,15.1,0.94,24.7,0.1,0.98,-24.31,-1.53,-35.29,-2.22
75.49,11.91,12.33,16.49,0.78,15.3,0.06,1.05,-26.14,-1.65,-37.75,-2.38
78.15,12.24,12.54,15.96,0.82,17.9,0.07,1.02,-25.09,-1.58,-36.69,-2.31
150.12,20.12,19.64,18.64,1.09,54.3,0.22,1.01,-26.75,-1.68,-41.96,-2.64
89.95,13.69,14.12,17.87,0.82,28.38,0.11,0.97,-25.49,-1.61,-40.1,-2.53
90.66,13.78,13.93,16.36,0.89,24.14,0.1,1.03,-26.15,-1.65,-37.85,-2.38
86.09,13.23,13.62,17.27,0.82,28.32,0.11,0.91,-24.1,-1.52,-38.57,-2.43
88.3,13.49,13.33,13.99,1.0,27.76,0.11,0.89,-22.82,-1.44,-31.8,-2.0
70.93,11.32,11.52,14.53,0.83,16.6,0.07,0.93,-22.87,-1.44,-33.42,-2.11
154.65,20.56,20.27,20.09,1.04,57.99,0.23,1.0,-27.2,-1.71,-45.6,-2.87
71.47,11.39,12.05,17.52,0.72,15.15,0.06,1.02,-27.7,-1.74,-40.37,-2.54
96.89,14.51,14.67,17.04,0.9,28.11,0.11,1.03,-27.11,-1.71,-39.08,-2.46
71.36,11.37,11.63,14.99,0.82,15.84,0.06,0.96,-24.52,-1.54,-34.62,-2.18
75.75,11.94,12.2,15.49,0.83,17.21,0.07,0.99,-25.46,-1.6,-36.06,-2.27
76.28,12.01,12.27,15.51,0.83,17.18,0.07,1.0,-25.2,-1.59,-35.95,-2.26
61.24,10.03,10.46,15.11,0.73,10.39,0.04,0.95,-25.46,-1.6,-34.75,-2.19
151.36,20.24,19.73,18.6,1.09,55.81,0.22,0.99,-26.04,-1.64,-42.42,-2.67
113.17,16.34,16.36,17.77,0.95,39.43,0.16,0.97,-24.72,-1.56,-40.25,-2.54
56.36,9.35,9.9,15.38,0.68,4.85,0.02,1.01,-25.02,-1.58,-35.27,-2.22
81.94,12.72,12.98,16.12,0.84,19.62,0.08,1.03,-26.09,-1.64,-36.87,-2.32
156.7,20.75,20.24,19.14,1.09,57.2,0.23,1.02,-27.7,-1.74,-44.08,-2.78
164.68,21.49,20.94,19.69,1.09,60.04,0.24,1.03,-28.28,-1.78,-45.93,-2.89
136.14,18.75,18.27,17.34,1.09,43.4,0.17,1.1,-27.79,-1.75,-40.98,-2.58
164.34,21.46,20.67,18.39,1.16,62.31,0.25,0.96,-25.1,-1.58,-42.36,-2.67
117.8,16.84,16.53,16.39,1.05,35.4,0.14,1.08,-26.98,-1.7,-38.97,-2.45
99.23,14.78,14.64,15.44,0.99,30.14,0.12,0.98,-24.51,-1.54,-35.9,-2.26
164.74,21.5,20.77,18.74,1.14,59.25,0.24,1.03,-27.55,-1.74,-42.66,-2.69
78.32,12.26,12.56,15.99,0.82,17.7,0.07,1.02,-26.0,-1.64,-36.59,-2.3
162.23,21.27,20.43,17.94,1.17,58.41,0.23,1.01,-25.44,-1.6,-40.97,-2.58
61.58,10.07,10.48,14.92,0.74,10.52,0.04,0.95,-24.21,-1.53,-35.6,-2.24
83.63,12.92,13.2,16.36,0.84,19.92,0.08,1.04,-25.86,-1.63,-38.35,-2.42
63.26,10.3,10.78,15.62,0.73,9.93,0.04,0.99,-24.13,-1.52,-36.42,-2.29
151.56,20.26,19.88,19.31,1.06,54.92,0.22,1.03,-27.69,-1.74,-44.72,-2.82
103.26,15.24,15.22,16.63,0.95,30.87,0.12,1.03,-25.12,-1.58,-38.9,-2.45
91.81,13.91,13.73,14.29,1.0,28.89,0.11,0.91,-22.95,-1.45,-33.08,-2.08
74.23,11.74,12.05,15.58,0.81,14.73,0.06,1.03,-24.97,-1.57,-36.86,-2.32
175.89,22.5,21.55,18.64,1.19,63.57,0.25,1.02,-26.69,-1.68,-42.7,-2.69
77.1,12.11,12.4,15.8,0.82,17.6,0.07,1.01,-25.66,-1.62,-35.66,-2.25
96.65,14.48,14.48,16.03,0.94,26.93,0.11,1.03,-25.16,-1.59,-36.71,-2.31
77.78,12.2,12.68,17.03,0.78,14.81,0.06,1.1,-26.52,-1.67,-39.48,-2.49
85.87,13.2,13.67,17.78,0.8,23.73,0.09,1.01,-28.07,-1.77,-40.47,-2.55
141.16,19.25,18.78,17.83,1.09,51.32,0.2,0.98,-26.58,-1.67,-40.98,-2.58
54.12,9.04,10.03,17.82,0.6,4.49,0.02,1.03,-28.64,-1.8,-41.72,-2.63
63.36,10.31,10.65,14.62,0.77,11.76,0.05,0.94,-22.47,-1.42,-34.28,-2.16
52.2,8.76,9.4,15.54,0.64,2.37,0.01,1.01,-24.13,-1.52,-36.39,-2.29
211.56,25.52,23.83,18.13,1.35,75.9,0.3,1.01,-25.87,-1.63,-41.76,-2.63
160.28,21.08,20.44,18.8,1.12,58.81,0.23,1.01,-26.92,-1.7,-43.03,-2.71
75.53,11.91,12.07,14.81,0.86,18.72,0.07,0.95,-24.47,-1.54,-34.64,-2.18
72.97,11.58,11.72,14.37,0.86,18.76,0.07,0.91,-22.92,-1.44,-32.3,-2.03
79.68,12.43,12.84,16.75,0.8,16.74,0.07,1.07,-25.87,-1.63,-39.17,-2.47
76.52,12.04,12.07,13.99,0.91,20.8,0.08,0.9,-23.29,-1.47,-32.53,-2.05
150.25,20.14,19.62,18.48,1.09,54.24,0.22,1.01,-26.18,-1.65,-42.41,-2.67
56.01,9.3,9.91,15.7,0.67,6.27,0.02,0.98,-25.89,-1.63,-35.51,-2.24
57.92,9.57,10.28,16.49,0.66,4.36,0.02,1.06,-27.12,-1.71,-38.95,-2.45
81.29,12.64,12.89,16.04,0.84,18.66,0.07,1.04,-26.0,-1.64,-36.63,-2.31
68.35,10.98,11.37,15.55,0.77,13.8,0.05,0.98,-24.53,-1.55,-36.09,-2.27
64.72,10.5,11.26,17.49,0.68,12.25,0.05,1.0,-26.66,-1.68,-39.85,-2.51
76.59,12.05,12.04,13.76,0.92,21.39,0.08,0.89,-21.32,-1.34,-31.64,-1.99
122.81,17.38,17.25,17.92,1.0,44.8,0.18,0.96,-25.6,-1.61,-41.04,-2.59
79.76,12.44,12.56,14.94,0.88,19.07,0.08,0.99,-24.82,-1.56,-35.15,-2.21
67.76,10.9,11.06,13.9,0.84,16.14,0.06,0.89,-22.17,-1.4,-32.35,-2.04
59.33,9.76,10.05,13.86,0.77,10.7,0.04,0.9,-23.19,-1.46,-31.46,-1.98
60.81,9.97,10.31,14.41,0.76,10.3,0.04,0.94,-23.95,-1.51,-33.96,-2.14
104.6,15.39,15.54,17.69,0.91,35.2,0.14,0.97,-25.45,-1.6,-40.72,-2.56
64.79,10.51,10.9,15.2,0.76,12.05,0.05,0.96,-23.58,-1.49,-35.53,-2.24
34.68,6.13,6.87,14.56,0.51,-6.68,-0.03,0.92,-23.61,-1.49,-33.69,-2.12
68.21,10.96,11.48,16.36,0.74,14.4,0.06,0.98,-25.11,-1.58,-37.25,-2.35
78.29,12.26,12.8,17.45,0.77,18.3,0.07,1.04,-26.61,-1.68,-40.28,-2.54
66.61,10.75,11.23,15.93,0.74,10.06,0.04,1.04,-26.62,-1.68,-37.36,-2.35
125.9,17.7,17.29,16.61,1.08,47.59,0.19,0.9,-22.61,-1.42,-37.47,-2.36
67.07,10.81,11.28,15.92,0.75,10.89,0.04,1.03,-25.9,-1.63,-36.71,-2.31
78.65,12.31,12.51,15.4,0.85,18.33,0.07,1.0,-24.19,-1.52,-36.12,-2.28
78.3,12.26,12.53,15.78,0.83,16.4,0.07,1.05,-25.74,-1.62,-36.98,-2.33
79.76,12.45,12.65,15.55,0.85,18.25,0.07,1.02,-25.84,-1.63,-36.33,-2.29
85.64,13.17,13.19,14.98,0.92,22.0,0.09,1.0,-24.19,-1.52,-34.53,-2.17
54.96,9.15,9.76,15.58,0.66,5.34,0.02,0.98,-23.63,-1.49,-36.41,-2.29
84.74,13.06,13.56,17.75,0.8,27.0,0.11,0.93,-25.03,-1.58,-40.65,-2.56
133.85,18.52,18.49,19.48,0.98,50.75,0.2,0.96,-26.79,-1.69,-44.98,-2.83
86.5,13.28,13.28,14.96,0.93,24.98,0.1,0.95,-24.04,-1.51,-34.64,-2.18
130.34,18.16,17.92,18.05,1.03,47.23,0.19,0.98,-25.61,-1.61,-41.36,-2.61
66.75,10.77,11.22,15.76,0.75,13.12,0.05,0.97,-24.5,-1.54,-36.62,-2.31
63.1,10.28,10.82,15.96,0.72,12.18,0.05,0.95,-25.28,-1.59,-36.9,-2.32
42.72,7.37,8.21,15.92,0.55,-2.96,-0.01,0.99,-25.64,-1.62,-37.18,-2.34
54.45,9.08,9.68,15.51,0.66,5.62,0.02,0.97,-24.63,-1.55,-36.01,-2.27
94.57,14.24,14.0,14.27,1.02,28.46,0.11,0.95,-23.4,-1.47,-33.08,-2.08
69.36,11.11,11.11,12.93,0.91,18.76,0.07,0.84,-20.31,-1.28,-28.91,-1.82
26.79,4.86,5.66,14.32,0.44,-13.8,-0.05,0.94,-22.19,-1.4,-33.5,-2.11
90.7,13.78,13.71,14.97,0.96,25.46,0.1,0.98,-23.97,-1.51,-34.43,-2.17
55.42,9.22,9.79,15.41,0.67,4.5,0.02,1.0,-24.85,-1.57,-35.96,-2.27
65.39,10.59,10.83,14.27,0.8,13.93,0.06,0.92,-22.72,-1.43,-31.75,-2.0
54.87,9.14,9.52,14.05,0.72,8.25,0.03,0.89,-21.86,-1.38,-32.06,-2.02
73.95,11.71,11.85,14.5,0.86,17.42,0.07,0.95,-22.77,-1.43,-33.24,-2.09
82.85,12.83,12.83,14.54,0.92,22.03,0.09,0.96,-23.39,-1.47,-33.74,-2.13
105.98,15.55,15.65,17.54,0.93,36.6,0.15,0.96,-24.54,-1.55,-39.94,-2.52
117.69,16.83,16.78,17.84,0.97,42.65,0.17,0.95,-26.04,-1.64,-40.67,-2.56
50.0,8.45,9.03,14.94,0.64,2.22,0.01,0.97,-23.86,-1.5,-34.32,-2.16
56.79,9.41,9.88,14.87,0.7,5.62,0.02,0.99,-23.44,-1.48,-35.57,-2.24
56.76,9.41,9.82,14.47,0.72,7.45,0.03,0.94,-23.58,-1.49,-33.13,-2.09
68.75,11.03,11.27,14.58,0.81,15.22,0.06,0.94,-23.34,-1.47,-32.65,-2.06
86.48,13.27,13.28,15.0,0.93,24.31,0.1,0.96,-23.94,-1.51,-34.29,-2.16
99.33,14.79,14.58,14.98,1.01,31.03,0.12,0.96,-23.35,-1.47,-33.38,-2.1
54.26,9.06,9.58,14.99,0.68,4.8,0.02,0.97,-23.81,-1.5,-34.47,-2.17
61.41,10.05,10.42,14.7,0.75,9.77,0.04,0.96,-23.77,-1.5,-33.63,-2.12
63.75,10.37,10.65,14.33,0.79,13.75,0.05,0.9,-22.51,-1.42,-32.93,-2.07
143.65,19.5,19.25,19.28,1.03,53.35,0.21,0.99,-27.78,-1.75,-43.85,-2.76
79.4,12.4,12.61,15.56,0.85,18.95,0.08,1.0,-25.28,-1.59,-35.67,-2.25
57.3,9.48,10.3,17.13,0.64,7.63,0.03,0.99,-26.61,-1.68,-38.93,-2.45
53.28,8.92,9.51,15.33,0.66,7.12,0.03,0.92,-24.04,-1.51,-35.56,-2.24
39.11,6.82,7.61,15.32,0.54,-6.03,-0.02,0.99,-24.92,-1.57,-35.09,-2.21
60.79,9.96,10.28,14.22,0.76,11.54,0.05,0.91,-23.84,-1.5,-32.4,-2.04
52.09,8.75,9.18,14.15,0.69,6.12,0.02,0.9,-23.63,-1.49,-31.68,-2.0
68.91,11.05,11.31,14.72,0.81,13.59,0.05,0.97,-22.67,-1.43,-35.21,-2.22
129.03,18.03,17.81,18.06,1.02,47.34,0.19,0.96,-25.35,-1.6,-41.08,-2.59
66.2,10.69,10.97,14.57,0.79,13.43,0.05,0.94,-23.91,-1.51,-33.21,-2.09
54.43,9.08,9.62,15.08,0.68,4.56,0.02,0.98,-23.31,-1.47,-34.69,-2.18
48.87,8.28,8.83,14.62,0.64,2.52,0.01,0.94,-23.46,-1.48,-33.05,-2.08
70.37,11.24,11.41,14.22,0.84,15.48,0.06,0.94,-22.33,-1.41,-32.78,-2.06
50.3,8.49,9.07,14.98,0.65,1.8,0.01,0.98,-23.41,-1.47,-35.16,-2.22
